nom_nivell,hora_inici,assistenciaMateixaHora1WeekBefore,assistenciaMateixaHora2WeekBefore,assistenciaMateixaHora3WeekBefore,assistenciaaHoraAnterior,assistencia
ESO,08:15:00,Absent,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Absent,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Absent
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,NA,NA,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Absent,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,NA,Present
BTX,10:30:00,Present,NA,NA,Present,Present
BTX,10:30:00,Present,NA,NA,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Absent,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Absent,Absent,Absent,Present,Absent
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Absent,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,NA,NA,NA,NA,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
Alumnes x Classificar,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Absent,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Absent,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Absent,Present,Present,Present,Present
ESO,12:45:00,Absent,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Absent,Present,Absent,Absent
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Absent,Absent
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Absent,Present,Absent,Absent
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Absent,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Absent,Absent
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Absent,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Absent,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,NA,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Absent,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Absent
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Absent,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Absent,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Absent
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Absent,Absent
ESO,09:15:00,Absent,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,NA,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,NA,Present
ESO,11:30:00,Present,Present,Present,Absent,Absent
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Absent,Absent,Absent,Absent
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,13:45:00,Absent,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,Present,Present,NA,Present,Present
ESO,13:45:00,NA,NA,NA,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Absent,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,09:15:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
BTX,10:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Absent,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Absent,Absent
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,NA,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Absent,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Present,Present,Present,Present,Present
ESO,11:30:00,Absent,Absent,Absent,Present,Absent
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Absent,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,Present,Present,Present,Present,Present
ESO,12:45:00,NA,NA,NA,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Absent,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Absent,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Absent,Present,Absent,Absent
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,13:45:00,Absent,Absent,Absent,Absent,Absent
ESO,13:45:00,Present,Present,Present,Present,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Absent,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Absent,Present,Absent,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Absent,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Absent,Present
ESO,09:15:00,Present,Absent,Absent,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Absent,Present,NA,Present
ESO,10:30:00,Absent,Absent,Absent,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Absent,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Absent,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,NA,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Absent,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,NA,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
ESO,10:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,11:30:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Absent,Absent
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Absent,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Absent,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,NA,Present,Present
BTX,12:45:00,Present,Present,Present,Absent,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,12:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Absent,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Absent,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
BTX,13:45:00,Present,Present,Present,Present,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Absent,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Absent,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,08:15:00,Present,Present,Present,NA,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
ESO,09:15:00,Present,Present,Present,Present,Present
